政黨,選舉類型,選舉區,姓名
民主進步黨,村里長,臺南市永康區復華里,王松俊
民主進步黨,村里長,臺南市永康區北興里,鄭文生
民主進步黨,村里長,臺南市永康區塩興里,劉志明
民主進步黨,村里長,臺南市東區大德里,曾美珠
民主進步黨,村里長,臺南市東區衛國里,陳盈良
民主進步黨,村里長,臺南市東區崇善里,陳建銘
民主進步黨,村里長,臺南市東區虎尾里,李泓嶢
民主進步黨,村里長,臺南市東區大福里,陳錦秀
民主進步黨,村里長,臺南市東區大同里,侯雲靚
民主進步黨,村里長,臺南市東區復興里,陳郭玉指
民主進步黨,村里長,臺南市南區新昌里,高秋黃
民主進步黨,村里長,臺南市南區新興里,邱志初
民主進步黨,村里長,臺南市南區田寮里,鄭文龍
民主進步黨,村里長,臺南市南區國宅里,郭鐵樹
民主進步黨,村里長,臺南市南區光明里,周麗君
民主進步黨,村里長,臺南市南區明亮里,蘇三柱
民主進步黨,村里長,臺南市南區同安里,林良文
民主進步黨,村里長,臺南市南區大忠里,吳清得
民主進步黨,村里長,臺南市南區再興里,蘇清和
民主進步黨,村里長,臺南市南區明興里,許森凱
民主進步黨,村里長,臺南市南區金華里,謝進興
民主進步黨,村里長,臺南市南區開南里,姚錫銘
民主進步黨,村里長,臺南市南區建南里,江勝雄
民主進步黨,村里長,臺南市南區郡南里,王全益
民主進步黨,村里長,臺南市南區文南里,謝博勳
民主進步黨,村里長,臺南市南區南華里,辜福恩
民主進步黨,村里長,臺南市南區鹽埕里,王文坤
民主進步黨,村里長,臺南市北區開元里,李金訓
民主進步黨,村里長,臺南市北區和順里,吳鳳月
民主進步黨,村里長,臺南市北區正覺里,吳銅吉
民主進步黨,村里長,臺南市北區成功里,鄭景元
民主進步黨,村里長,臺南市北區文元里,吳春美
民主進步黨,村里長,臺南市北區成德里,王三保
民主進步黨,村里長,臺南市北區文成里,蘇來椿
民主進步黨,村里長,臺南市北區大和里,黃昶維
民主進步黨,村里長,臺南市北區長興里,李茂德
民主進步黨,村里長,臺南市北區華德里,𨶒立杰
民主進步黨,村里長,臺南市北區福德里,林勝緞
民主進步黨,村里長,臺南市北區元美里,侯喬蓁
民主進步黨,村里長,臺南市安南區東和里,莊福清
民主進步黨,村里長,臺南市安南區塭南里,林同寳
民主進步黨,村里長,臺南市安南區州南里,涂文財
民主進步黨,村里長,臺南市安南區安東里,吳金城
民主進步黨,村里長,臺南市安南區安慶里,蕭振隆
民主進步黨,村里長,臺南市安南區海東里,吳榮坤
民主進步黨,村里長,臺南市安南區海南里,吳森芳
民主進步黨,村里長,臺南市安南區塩田里,邱姿儀
民主進步黨,村里長,臺南市安南區佃東里,程全祿
民主進步黨,村里長,臺南市安南區佃西里,高進見
民主進步黨,村里長,臺南市安南區南興里,施柏男
民主進步黨,村里長,臺南市安南區幸福里,謝炳雄
民主進步黨,村里長,臺南市安南區鳳凰里,吳美瑩
民主進步黨,村里長,臺南市安南區梅花里,蔡和豐
民主進步黨,村里長,臺南市安南區理想里,鄭順
民主進步黨,村里長,臺南市安南區溪東里,吳富義
民主進步黨,村里長,臺南市安南區安富里,吳財國
民主進步黨,村里長,臺南市安南區大安里,黃豐榮
民主進步黨,村里長,臺南市安平區建平里,洪瑞隆
民主進步黨,村里長,臺南市安平區華平里,李文江
民主進步黨,村里長,臺南市安平區平通里,李秀珀
民主進步黨,村里長,臺南市安平區文平里,李瑞福
民主進步黨,村里長,臺南市安平區國平里,許原哲
民主進步黨,村里長,臺南市安平區天妃里,黃振坤
民主進步黨,村里長,臺南市安平區王城里,黃景星
民主進步黨,村里長,臺南市中西區赤嵌里,陳弘烈
民主進步黨,村里長,臺南市中西區藥王里,邱彌文
民主進步黨,村里長,臺南市中西區光賢里,王信雄
民主進步黨,村里長,臺南市中西區大涼里,王秀玉
民主進步黨,村里長,臺南市中西區西湖里,陳中海
民主進步黨,村里長,臺南市中西區城隍里,葉煌杰
民主進步黨,村里長,臺南市中西區南門里,何仁榮
民主進步黨,村里長,臺南市中西區淺草里,陳建國
民主進步黨,村里長,臺南市中西區府前里,陳水吉
民主進步黨,村里長,臺南市中西區西和里,陳見利
民主進步黨,村里長,高雄市鹽埕區博愛里,林哲弘
民主進步黨,村里長,高雄市鹽埕區教仁里,許富仁
民主進步黨,村里長,高雄市鹽埕區新樂里,廖明烈
民主進步黨,村里長,高雄市鹽埕區中原里,蔡崇銘
民主進步黨,村里長,高雄市鹽埕區港都里,邱誌雲
民主進步黨,村里長,高雄市鹽埕區府北里,林傳富
民主進步黨,村里長,高雄市鹽埕區陸橋里,許梅娟
民主進步黨,村里長,高雄市鹽埕區江南里,蔡德龍
民主進步黨,村里長,高雄市鼓山區光榮里,王順財
民主進步黨,村里長,高雄市鼓山區忠正里,王俊欽
民主進步黨,村里長,高雄市鼓山區民強里,張華燕
民主進步黨,村里長,高雄市鼓山區龍水里,初學霖
民主進步黨,村里長,高雄市鼓山區明誠里,王順進
民主進步黨,村里長,高雄市鼓山區河邊里,李東璋
民主進步黨,村里長,高雄市鼓山區綠川里,陳春時
民主進步黨,村里長,高雄市鼓山區麗興里,王進益
民主進步黨,村里長,高雄市鼓山區壽山里,陳進興
民主進步黨,村里長,高雄市左營區頂西里,李建逸
民主進步黨,村里長,高雄市左營區菜公里,邱啟民
民主進步黨,村里長,高雄市楠梓區清豐里,林美華
民主進步黨,村里長,高雄市楠梓區五常里,曾進國
民主進步黨,村里長,高雄市楠梓區惠民里,洪良敏
民主進步黨,村里長,高雄市楠梓區藍田里,謝坤易
民主進步黨,村里長,高雄市三民區鼎盛里,謝有清
民主進步黨,村里長,高雄市三民區鼎西里,林秀英
民主進步黨,村里長,高雄市三民區本文里,郭和成
民主進步黨,村里長,高雄市三民區本武里,吳阿吉
民主進步黨,村里長,高雄市三民區本元里,陳慶宏
民主進步黨,村里長,高雄市三民區本安里,王金堂
民主進步黨,村里長,高雄市三民區本上里,吳玲珠
民主進步黨,村里長,高雄市三民區寶德里,潘進派
民主進步黨,村里長,高雄市三民區寶興里,張真榮
民主進步黨,村里長,高雄市三民區寶中里,陳劉碧月
民主進步黨,村里長,高雄市三民區寶國里,蔡沂潔
民主進步黨,村里長,高雄市三民區寶慶里,陳昱昌
民主進步黨,村里長,高雄市三民區寶盛里,鄧曜榮
民主進步黨,村里長,高雄市三民區寶安里,林碧珠
民主進步黨,村里長,高雄市三民區寶珠里,陳榮增
民主進步黨,村里長,高雄市三民區灣愛里,李永貴
民主進步黨,村里長,高雄市三民區灣華里,陳錦弘
民主進步黨,村里長,高雄市三民區灣勝里,陳金櫃
民主進步黨,村里長,高雄市三民區灣利里,郭峻毅
民主進步黨,村里長,高雄市三民區正興里,沈秀玲
民主進步黨,村里長,高雄市三民區灣成里,陳淑美
民主進步黨,村里長,高雄市三民區安康里,孫啟哲
民主進步黨,村里長,高雄市三民區安寧里,郭海定
民主進步黨,村里長,高雄市三民區安吉里,黃展雄
民主進步黨,村里長,高雄市三民區安東里,羅福成
民主進步黨,村里長,高雄市三民區安和里,傅秋陽
民主進步黨,村里長,高雄市三民區達明里,張簡王玉珠
民主進步黨,村里長,高雄市三民區達仁里,邱添富
民主進步黨,村里長,高雄市三民區達勇里,黃新添
民主進步黨,村里長,高雄市三民區同德里,許元成
民主進步黨,村里長,高雄市三民區德智里,李明同
民主進步黨,村里長,高雄市三民區德仁里,袁碧嬌
民主進步黨,村里長,高雄市三民區德行里,郭麗香
民主進步黨,村里長,高雄市三民區精華里,謝宛諮
民主進步黨,村里長,高雄市三民區民享里,吳慶東
民主進步黨,村里長,高雄市三民區十全里,吳明皇
民主進步黨,村里長,高雄市三民區十美里,蔡灯能
民主進步黨,村里長,高雄市三民區立誠里,陳孝勇
民主進步黨,村里長,高雄市三民區港西里,閩興傳
民主進步黨,村里長,高雄市三民區博惠里,黃玉鄰
民主進步黨,村里長,高雄市三民區裕民里,楊麗美
民主進步黨,村里長,高雄市新興區德生里,吳三雄
民主進步黨,村里長,高雄市新興區正氣里,沈玉玲
民主進步黨,村里長,高雄市新興區德政里,謝國男
民主進步黨,村里長,高雄市新興區蕉園里,陳清連
民主進步黨,村里長,高雄市新興區永寧里,施澤民
民主進步黨,村里長,高雄市新興區文昌里,杜炤烈
民主進步黨,村里長,高雄市新興區光耀里,吳秀鈴
民主進步黨,村里長,高雄市新興區興昌里,鐘天福
民主進步黨,村里長,高雄市新興區成功里,蔡翔任
民主進步黨,村里長,高雄市新興區南港里,陳福明
民主進步黨,村里長,高雄市新興區大明里,徐慶宗
民主進步黨,村里長,高雄市新興區長驛里,葉智陽
民主進步黨,村里長,高雄市新興區建興里,薛富升
民主進步黨,村里長,高雄市新興區榮治里,許登周
民主進步黨,村里長,高雄市新興區東坡里,楊福順
民主進步黨,村里長,高雄市前金區新生里,吳張惠香
民主進步黨,村里長,高雄市苓雅區苓中里,楊振福
民主進步黨,村里長,高雄市苓雅區苓東里,陳翌鳳
民主進步黨,村里長,高雄市苓雅區城北里,王宏嘉
民主進步黨,村里長,高雄市苓雅區城東里,張聰明
民主進步黨,村里長,高雄市苓雅區鼓中里,簡宏勲
民主進步黨,村里長,高雄市苓雅區人和里,林志田
民主進步黨,村里長,高雄市苓雅區廣澤里,翁明道
民主進步黨,村里長,高雄市苓雅區和煦里,莊財通
民主進步黨,村里長,高雄市苓雅區普天里,柳信雄
民主進步黨,村里長,高雄市苓雅區光華里,吳照鉠
民主進步黨,村里長,高雄市苓雅區林興里,黃茂森
民主進步黨,村里長,高雄市苓雅區林西里,方鵬貴
民主進步黨,村里長,高雄市苓雅區林中里,吳朝琴
民主進步黨,村里長,高雄市苓雅區奏捷里,林豐富
民主進步黨,村里長,高雄市苓雅區福壽里,郭寬洲
民主進步黨,村里長,高雄市苓雅區林德里,翁正財
民主進步黨,村里長,高雄市苓雅區福隆里,郭彌堅
民主進步黨,村里長,高雄市苓雅區福祥里,劉榮福
民主進步黨,村里長,高雄市苓雅區福康里,侯阿忠
民主進步黨,村里長,高雄市苓雅區福居里,吳明憲
民主進步黨,村里長,高雄市苓雅區正言里,陳守德
民主進步黨,村里長,高雄市苓雅區正大里,王幼蘭
民主進步黨,村里長,高雄市苓雅區五福里,邱瑞祥
民主進步黨,村里長,高雄市苓雅區正心里,林聰發
民主進步黨,村里長,高雄市苓雅區正道里,林國誠
民主進步黨,村里長,高雄市苓雅區文昌里,林博文
民主進步黨,村里長,高雄市前鎮區明正里,王春茂
民主進步黨,村里長,高雄市前鎮區仁愛里,楊朝雄
民主進步黨,村里長,高雄市前鎮區平等里,施長欽
民主進步黨,村里長,高雄市前鎮區平昌里,高琅璋
民主進步黨,村里長,高雄市前鎮區明禮里,莊志明
民主進步黨,村里長,高雄市前鎮區信義里,魏伯曆
民主進步黨,村里長,高雄市前鎮區信德里,洪文彬
民主進步黨,村里長,高雄市前鎮區明道里,王進亨
民主進步黨,村里長,高雄市前鎮區前鎮里,朱至芳
民主進步黨,村里長,高雄市前鎮區鎮榮里,黃士誠
民主進步黨,村里長,高雄市前鎮區鎮海里,蔡葉珍妮
民主進步黨,村里長,高雄市前鎮區振興里,徐光華
民主進步黨,村里長,高雄市前鎮區西甲里,潘石誠
民主進步黨,村里長,高雄市前鎮區復國里,呂建霖
民主進步黨,村里長,高雄市前鎮區竹內里,趙永耀
民主進步黨,村里長,高雄市前鎮區竹南里,蔡萬春
民主進步黨,村里長,高雄市前鎮區瑞竹里,顏語瑄
民主進步黨,村里長,高雄市前鎮區瑞南里,張木春
民主進步黨,村里長,高雄市前鎮區瑞豐里,王森騰
民主進步黨,村里長,高雄市前鎮區瑞東里,許振稽
民主進步黨,村里長,高雄市前鎮區瑞和里,陳文人
民主進步黨,村里長,高雄市前鎮區瑞隆里,康富雄
民主進步黨,村里長,高雄市前鎮區瑞北里,陳眞玟
民主進步黨,村里長,高雄市前鎮區瑞崗里,洪金山
民主進步黨,村里長,高雄市旗津區振興里,黃見益
民主進步黨,村里長,高雄市旗津區慈愛里,許榮昌
民主進步黨,村里長,高雄市小港區港口里,劉峰吉
民主進步黨,村里長,高雄市小港區港后里,柯文世
民主進步黨,村里長,高雄市小港區港南里,郭鶯鶯
民主進步黨,村里長,高雄市小港區港興里,歐慧玲
民主進步黨,村里長,高雄市小港區順苓里,呂在和
民主進步黨,村里長,高雄市小港區山明里,洪文斌
民主進步黨,村里長,高雄市小港區合作里,蘇麗美
民主進步黨,村里長,高雄市鳳山區鎮東里,黃嘉德
民主進步黨,村里長,高雄市鳳山區鎮南里,楊三吉
民主進步黨,村里長,高雄市鳳山區忠義里,朱正崇
民主進步黨,村里長,高雄市鳳山區武漢里,蘇弘展
民主進步黨,村里長,高雄市鳳山區一甲里,蘇志明
民主進步黨,村里長,高雄市鳳山區新強里,李得勝
民主進步黨,村里長,高雄市鳳山區鳳東里,蔡瑋寧
民主進步黨,村里長,高雄市鳳山區國隆里,黃芷晴
民主進步黨,村里長,高雄市鳳山區和興里,周春生
民主進步黨,村里長,高雄市鳳山區文山里,黃惠玲
民主進步黨,村里長,高雄市鳳山區福誠里,許德發
民主進步黨,村里長,高雄市鳳山區大德里,侯俊傑
民主進步黨,村里長,高雄市鳳山區文福里,袁信文
民主進步黨,村里長,高雄市鳳山區海洋里,郭輝坤
民主進步黨,村里長,高雄市鳳山區新樂里,李滋宏
民主進步黨,村里長,高雄市鳳山區中榮里,尤阿祥
民主進步黨,村里長,高雄市鳳山區中民里,謝吉原
民主進步黨,村里長,高雄市鳳山區南和里,李錦珠
民主進步黨,村里長,高雄市林園區王公里,洪進財
民主進步黨,村里長,高雄市林園區龔厝里,黃秋堂
民主進步黨,村里長,高雄市林園區中汕里,李進宗
民主進步黨,村里長,高雄市大寮區拷潭里,董鳳松
民主進步黨,村里長,高雄市大寮區內坑里,黃慶福
民主進步黨,村里長,高雄市大寮區翁園里,蔡文正
民主進步黨,村里長,高雄市大寮區前庄里,陳忠妙
民主進步黨,村里長,高雄市大寮區新厝里,林東榮
民主進步黨,村里長,高雄市大寮區會社里,吳家怡
民主進步黨,村里長,高雄市大寮區昭明里,黃榮文
民主進步黨,村里長,高雄市大樹區九曲里,祁貴花
民主進步黨,村里長,高雄市大樹區水寮里,吳炳煌
民主進步黨,村里長,高雄市大樹區井腳里,黃國雄
民主進步黨,村里長,高雄市大社區觀音里,張明達
民主進步黨,村里長,高雄市大社區神農里,葉東火
民主進步黨,村里長,高雄市大社區保安里,林義萬
民主進步黨,村里長,高雄市仁武區大灣里,謝瑋原
民主進步黨,村里長,高雄市仁武區灣內里,吳彥輝
民主進步黨,村里長,高雄市仁武區烏林里,林文斌
民主進步黨,村里長,高雄市仁武區文武里,蔣明印
